geneSymbol,TR1,TR2,TR3,WR1,WR2,WR3,Entrez
AFF1,29.783184,29.74703,28.937719,25.084895,25.635522,23.841289,4299
AFF1-AS1,5.642997,6.07013,6.40935,2.275914,2.329535,2.21315,100506746
AFF2,0.750235,0.669792,0.754104,0.670387,0.725387,0.636479,2334
AFF3,3.468728,3.605909,3.491686,3.488772,3.481411,2.656795,3899
AFF4,24.387303,23.584346,24.176238,17.5998,18.369294,16.75717,27125
AFG1L,3.859183,4.534522,2.60472,3.970739,4.714442,3.391591,246269
AFG3L1P,11.795998,12.560864,12.15375,12.034456,13.043332,13.906817,172
AFG3L2,89.457667,89.617312,86.229054,96.452123,96.172263,90.786386,10939
AFM,0.264979,0.309302,0.295791,0.235766,0.303392,0.243198,173
AFMID,44.279881,41.715049,42.160488,45.116852,48.217215,43.195678,125061
AFP,15881.392392,16061.678322,15756.201606,15250.867948,15259.100299,14567.895143,174
AFTPH,14.788871,14.761002,14.405172,13.233123,13.804259,12.550153,54812
AGA,19.928459,18.899838,17.888678,15.40986,16.331185,15.497515,175
AGAP1,10.170845,10.281314,9.731454,8.878461,9.682902,8.950791,116987
AGAP1-IT1,0.392837,0.967528,0.35179,0.451674,0.153444,0.295426,100506749
AGAP11,0.041562,0,0.036712,0.028476,0.024489,0,119385
AGAP12P,1.693883,1.642799,1.392037,1.175031,1.194482,1.126611,414224
AGAP2,0.630658,0.503745,0.388073,0.330187,0.263637,0.408463,116986
AGAP2-AS1,4.261329,5.103499,4.445105,3.320592,2.641098,2.582338,100130776
AGAP3,39.520238,40.702558,40.116722,38.704268,37.748041,43.408724,116988
AGAP4,6.579566,7.857751,7.819007,7.921116,6.257436,8.267947,119016
AGAP5,4.36249,3.995477,4.630781,3.711749,4.1931,3.407835,729092
AGAP6,14.841814,13.759374,12.354082,16.75647,15.8695,16.833046,414189
AGAP7P,1.979733,1.07615,1.49978,1.399609,1.168626,1.279169,653268
AGAP9,1.646781,2.152325,1.907948,1.316947,1.309943,2.083092,642517
AGBL1,0,0,0,0.013357,0.00568,0.005534,123624
AGBL2,0.59445,0.719415,0.767878,0.528948,0.540982,0.569285,79841
AGBL3,5.470831,4.660578,4.005491,4.918947,6.237138,5.986341,340351
AGBL4,0.054898,0.076946,0.024488,0.054522,0.096929,0,84871
AGBL5,16.464965,15.497988,14.971957,17.711952,18.701274,19.649704,60509
AGBL5-AS1,0.291977,0,0,0,0.339779,0,100874031
AGER,2.674521,3.075904,3.905138,2.410662,2.169362,3.014011,177
AGFG1,58.369653,58.323247,58.371226,71.411174,68.09751,67.596128,3267
AGFG2,100.538168,104.808991,99.30802,87.401431,86.170946,87.204672,3268
AGGF1,11.256791,12.033597,10.93809,11.694794,11.688946,11.464998,55109
AGK,29.608117,24.667017,26.745047,32.49222,31.624123,33.751079,55750
AGL,13.502174,13.11447,13.929115,13.477245,12.648227,11.599809,178
AGMAT,52.554563,56.276538,54.428578,77.175603,72.883594,74.438488,79814
AGMO,9.784048,12.354535,10.332549,12.591488,13.600304,12.470129,392636
AGO1,28.69869,28.771922,28.420115,35.848518,35.010507,33.458701,26523
AGO2,8.79569,8.517447,8.530979,9.360076,9.039338,9.413252,27161
AGO3,6.229213,5.073122,5.838631,6.373471,6.811083,7.325638,192669
AGO4,14.448157,14.741786,15.242173,10.65366,10.174341,10.059102,192670
AGPAT1,58.694783,57.162108,57.003988,60.913567,64.153318,62.394657,10554
AGPAT2,297.174472,298.633843,295.812509,181.268865,182.859684,200.781239,10555
AGPAT3,20.496809,20.990982,19.348259,18.551757,17.634303,18.045153,56894
AGPAT4,0.047128,0.079479,0.107006,0.05878,0.018506,0.009013,56895
AGPAT4-IT1,0,0.101144,0,0,0.042497,0,79992
AGPAT5,13.929222,14.371262,13.426732,15.537897,15.75563,14.411806,55326
AGPS,39.382146,38.305485,38.266444,50.3448,49.020109,45.479979,8540
AGR2,121.408592,112.661232,129.712883,93.89488,98.848667,97.70575,10551
AGR3,0,0,0,0.159634,0,0.262412,155465
AGRN,173.620027,170.66512,160.584783,79.247591,84.044188,110.791146,375790
AGT,542.963707,546.640906,550.900063,402.28343,414.36829,391.685918,183
AGTPBP1,14.323787,13.418123,13.536113,17.168432,17.135954,15.705215,23287
AGTR1,21.571667,21.85198,22.678385,6.646282,8.151234,6.079411,185
AGTR2,0,0,0,0,0,0.026191,186
AGTRAP,17.579305,16.777469,16.688741,19.537181,21.801446,21.431306,57085
AGXT,12.336418,13.066067,13.221842,7.44269,6.37715,7.652825,189
AGXT2,2.101982,2.273786,2.295335,2.521021,2.778852,2.367096,64902
AHCTF1,20.590302,20.882931,20.626594,29.151135,30.235925,27.275452,25909
AHCTF1P1,0.022387,0.11386,0.025439,0.036205,0.066494,0.096637,285116
AHCY,551.162087,534.638881,528.430493,641.262645,641.272402,645.573807,191
AHCYL1,78.564536,76.670244,79.932407,88.07643,88.118708,86.795129,10768
AHCYL2,6.549176,6.73208,7.141565,5.593968,5.511528,5.819575,23382
AHDC1,8.345186,7.929923,7.645026,5.601187,5.701569,6.916096,27245
AHI1,8.27959,7.616073,7.751245,7.96064,8.544869,7.224394,54806
AHNAK,155.251622,152.440456,155.586444,111.914702,113.004954,107.802029,79026
AHNAK2,0.009877,0.012339,0.023476,0.013683,0.007758,0.018901,113146
AHR,44.375907,42.990996,45.666415,38.094092,36.874333,33.976623,196
AHRR,0.142559,0.277182,0.254212,0.189862,0.348758,0.226409,57491
AHSA1,185.980307,179.761675,182.841726,245.883387,247.735457,243.304215,10598
AHSA2P,21.123336,23.748268,24.681874,19.792202,21.911663,20.52298,130872
AHSG,2208.237942,2227.831042,2226.882527,1746.619076,1803.486702,1784.082651,197
AICDA,0.138167,0.109861,0.102341,0.175939,0.22041,0.317662,57379
AIDA,38.459065,40.611711,39.766408,44.594574,44.793697,38.242981,64853
AIF1,0,0,0,0,0.446937,0.214276,199
AIF1L,15.018843,15.150935,14.514049,13.530996,13.520744,12.824306,83543
AIFM1,116.431558,118.957852,123.087296,110.794407,116.586062,110.672859,9131
AIFM2,17.835775,16.375027,17.000826,19.016874,19.724746,19.830171,84883
AIFM3,1.173095,0.855111,0.716293,0.44151,0.652854,0.507747,150209
AIG1,113.500174,116.116781,117.527697,93.96512,90.303418,84.689921,51390
AIMP1,28.594912,30.05088,29.272362,35.283879,33.869909,33.064141,9255
AIMP2,60.699114,61.126307,60.83104,94.207086,96.491578,98.479109,7965
AIP,230.70544,225.975734,235.552665,207.013109,205.604974,206.72007,9049
AIPL1,0.412136,0.73059,0.470766,0.465707,0.30898,0.520581,23746
AIRE,0.028331,0,0.075825,0,0,0.032416,326
AJM1,0.461614,0.581856,0.232707,0.264134,0.14179,0.321879,389813
AJUBA,86.634984,87.281109,85.674816,92.380344,91.804067,93.208595,84962
AK1,39.215179,37.868849,38.544973,37.645495,38.100046,40.783152,203
AK2,145.97526,146.902672,142.21355,202.876832,202.900354,194.823161,204
AK3,17.327284,16.973117,16.446352,16.15974,14.580375,15.16756,50808
AK4,86.432395,86.812484,86.850219,47.866428,47.431942,46.343558,205
AK5,0.149919,0.091212,0.203413,0.157512,0.153078,0.130363,26289
AK6,76.772033,80.042733,80.383857,96.928722,92.903313,85.840952,102157402
AK7,1.565514,1.382197,1.740012,0.477745,0.727944,0.458529,122481
AK8,0,0,0.165015,0.042582,0,0,158067
AK9,5.452593,5.397264,4.531352,3.373067,2.948962,4.24444,221264
AKAIN1,0,0,0,0.019581,0.033298,0,642597
AKAP1,70.202523,70.83725,73.584251,84.511569,82.151561,81.859661,8165
AKAP10,20.021109,19.814259,20.19273,18.995448,20.787713,22.226933,11216
AKAP11,10.996828,11.847213,11.102641,12.126425,11.981696,11.257694,11215
AKAP12,6.534436,6.971428,7.078201,5.223396,4.983558,5.167023,9590
AKAP13,24.757268,23.469759,23.888618,20.255072,19.466208,19.278961,11214
AKAP14,0,0,0,0.06512,0,0,158798
AKAP17A,16.492911,18.220485,16.907802,12.86768,13.478123,14.242502,8227
AKAP3,0.133041,0.123083,0.135605,0.115252,0.134277,0.065326,10566
AKAP5,0.575236,0.581101,0.539361,0.819349,0.852302,0.892423,9495
AKAP6,0.1718,0.200284,0.213867,0.162496,0.166444,0.079303,9472
AKAP7,4.81999,5.008527,5.376444,5.132033,5.155288,4.581796,9465
AKAP8,21.441619,20.911618,22.242258,22.952293,24.420481,23.632467,10270
AKAP8L,58.641394,63.28079,58.059059,48.211699,45.933941,49.469297,26993
AKAP9,12.244672,11.831316,12.000667,9.919037,9.876126,9.508271,10142
AKIP1,16.540281,16.794066,16.8593,21.200326,21.282851,22.04465,56672
AKIRIN1,84.013478,86.138164,85.581699,97.48274,94.76917,90.711166,79647
AKIRIN2,32.707857,30.015701,26.278536,32.322203,34.224086,35.256665,55122
AKNA,4.574597,4.62033,4.955544,5.10407,4.768639,5.113217,80709
AKR1A1,289.136063,288.419647,289.631202,211.838828,214.720644,220.942302,10327
AKR1B1,43.58184,40.068433,48.916818,52.86596,51.091362,55.64158,231
AKR1B10,43.909752,41.230714,43.132425,24.772706,22.202346,24.645837,57016
AKR1B15,0.428483,0.654958,0.57161,0.497561,0.526376,0.409221,441282
AKR1C1,1195.867929,1189.739705,1252.441246,1075.119374,1124.685593,1117.598967,1645
AKR1C2,357.278925,355.682797,357.237247,390.697344,407.063119,403.793068,1646
AKR1C3,1.588759,2.585618,2.991237,4.871748,3.711889,4.295938,8644
AKR1C4,2.775773,2.699601,2.802122,2.963224,2.984655,2.95701,1109
AKR1C8P,0.030012,0.028036,0.080333,0.041546,0.10597,0.034332,340811
AKR1D1,1.15982,1.04011,1.341587,2.244854,2.10885,1.599937,6718
AKR7A2,61.513486,53.308736,55.965049,54.649315,52.855064,56.491037,8574
AKR7A3,0.377496,0.272273,0.384082,0.554946,0.247272,0.319822,22977
AKR7L,0.170646,0.208896,0.120037,0.226727,0.460407,0.353469,246181
AKT1,69.366342,68.670644,68.903019,63.765493,62.955225,66.987531,207
AKT1S1,79.554828,75.991145,77.766027,65.060349,65.315018,74.907848,84335
AKT2,118.795881,122.389178,120.589481,129.700846,125.795226,135.919178,208
AKT3,0.604856,0.604741,0.337096,0.212985,0.411635,0.243051,10000
AKTIP,8.478307,8.904916,9.187585,8.667506,8.770047,7.91589,64400
ALAD,35.808904,37.080644,35.364783,35.070273,37.076362,37.047651,210
ALAS1,93.422958,93.826972,93.280737,64.647756,62.462151,68.28677,211
ALB,10867.61191,10976.322603,11027.539942,9907.169725,10153.684957,9579.829117,213
ALCAM,105.294387,101.781966,105.106717,102.75877,98.236236,93.863093,214
ALDH16A1,31.56875,29.602305,29.795386,24.381644,26.435445,34.592951,126133
ALDH18A1,77.925092,75.832783,77.589253,91.383684,91.602279,89.223929,5832
ALDH1A1,699.190138,705.489735,738.278687,868.183836,868.167264,830.764428,216
ALDH1A2,0.23571,0.379277,0.259146,0.108696,0.230946,0.219697,8854
ALDH1A3,0,0.097811,0,0,0,0,220
ALDH1B1,18.948088,18.76147,18.410187,25.395261,26.844441,27.481254,219
ALDH1L1,0.066784,0.062441,0.019856,0.046235,0.1725,0.097791,10840
ALDH1L1-AS2,0.027981,0,0.024964,0,0,0,100862662
ALDH1L2,0.078683,0.07238,0.108513,0.091169,0.101156,0.019705,160428
ALDH2,154.381908,156.721102,153.031076,155.356663,154.249846,163.421032,217
ALDH3A1,1.31384,1.378442,1.203166,1.461792,1.046077,0.738043,218
ALDH3A2,33.322973,32.144101,33.250995,41.573177,40.427316,39.814348,224
ALDH3B1,3.653864,3.210728,3.259408,1.631624,1.501879,1.872447,221
ALDH3B2,0,0.02412,0,0.017865,0,0,222
ALDH4A1,70.538843,72.731446,71.426241,58.970275,57.187869,57.295394,8659
ALDH5A1,12.348701,11.856136,11.415791,13.384424,13.651025,13.031424,7915
ALDH6A1,14.339408,12.275228,11.797356,11.482056,11.416075,11.91454,4329
ALDH7A1,44.690967,44.30084,45.176911,58.25794,58.381628,57.24236,501
ALDH8A1,1.116216,0.871933,0.719743,0.92856,0.735531,0.808144,64577
ALDH9A1,29.864101,30.862285,30.17449,32.420704,31.838338,32.861385,223
ALDOA,1925.782574,1936.416132,1974.922094,1268.010465,1266.477816,1278.254302,226
ALDOB,0.080115,0.049911,0.023824,0.166372,0.157176,0.09169,229
ALDOC,14.94435,13.165854,13.583922,3.492346,2.889178,3.012398,230
ALG1,36.034569,36.889158,36.263806,38.083905,39.859255,42.679608,56052
ALG10,3.952211,4.746581,4.960124,5.111738,5.262099,4.908982,84920
ALG10B,1.990581,1.971921,1.963003,1.886128,1.697235,1.594067,144245
ALG11,10.74891,12.003604,13.560727,14.30743,15.221469,12.826367,440138
ALG12,42.434905,42.618687,45.633708,37.885177,37.92966,40.487999,79087
ALG13,14.776438,16.279567,15.440439,17.877542,16.945127,18.120371,79868
ALG14,21.323619,21.502296,23.901135,24.349356,24.034119,27.491755,199857
ALG1L,13.430018,14.150948,15.000514,16.013061,14.303426,16.967528,200810
ALG1L2,0.122056,0,0,0.084234,0,0.137852,644974
ALG1L9P,0.308837,0.296768,0.54592,0.405691,0.228872,0.275738,285407
ALG2,43.318313,44.883206,44.692774,37.324249,37.400278,37.229106,85365
ALG3,55.31262,57.752646,61.7683,73.965204,73.015669,79.381036,10195
ALG5,47.165642,48.441163,49.197205,47.207981,46.283133,47.807189,29880
ALG6,12.822612,13.433574,12.330941,15.884462,15.08107,14.469569,29929
ALG8,73.25126,71.852787,70.143293,93.46149,88.619991,89.134702,79053
ALG9,12.497702,12.47932,12.669272,14.617982,13.522361,13.056667,79796
ALKAL2,0,0,0,0.034337,0,0,285016
ALKBH1,7.354459,6.935463,7.90031,8.612834,9.047329,8.256184,8846
ALKBH2,22.941991,24.093006,24.178847,33.995769,31.433705,34.032274,121642
ALKBH3,10.373187,11.227235,10.542847,10.668961,11.120774,11.490825,221120
ALKBH4,6.240861,6.847708,6.542738,8.246035,8.502698,8.730841,54784
ALKBH5,65.79931,68.113057,67.293487,60.931557,57.694879,57.074752,54890
ALKBH6,35.482704,32.853788,39.887736,21.116164,22.17017,25.180913,84964
ALKBH7,43.885608,41.433833,41.207351,28.380996,28.824044,36.111918,84266
ALKBH8,3.19893,3.270125,3.638672,4.596268,4.841837,4.484067,91801
ALMS1,6.495066,6.053458,6.410523,7.623106,7.538951,6.992411,7840
ALMS1-IT1,0.380451,0.461597,0.611181,0.23694,0.447626,0.999868,100874291
ALMS1P1,0.729366,0.720354,1.00046,1.128003,1.009367,0.391924,200420
ALOX12,0,0,0,0.010236,0,0,239
ALOX12-AS1,3.497053,4.222114,5.661857,4.174712,4.570082,4.945714,100506713
ALOX12P2,0,0.027589,0,0.076432,0,0.033786,245
ALOX15,0.262463,0.481223,0.585341,0.462502,0.515274,0.355141,246
ALOX15B,0.118204,0.154699,0.131091,0.101733,0.03054,0.089085,247
ALOX15P1,0.801436,0.406255,0.632146,0.354338,1.302524,0.579559,100652883
ALOXE3,0.110993,0,0.018821,0,0.024845,0,59344
ALPI,0.309027,0.451502,0.499438,0.227283,0.318321,0.132737,248
ALPK1,2.689144,2.933659,2.557211,2.416177,2.209265,2.081574,80216
ALPK2,4.717219,5.058981,4.352938,4.811268,4.856517,4.525267,115701
ALPK3,10.5765,10.297789,10.797005,1.994114,2.109,1.814517,57538
ALPL,0,0,0,0.020762,0,0,249
ALPP,0.021446,0,0,0,0,0,250
ALS2,42.164755,41.366636,42.892113,31.920643,31.198577,29.868854,57679
ALS2CL,14.965488,14.413072,13.897333,8.113769,7.465227,8.05842,259173
ALX1,11.495181,10.285016,11.211255,8.69407,7.855093,9.618776,8092
ALX3,0,0,0,0,0,0.053295,257
ALYREF,126.993033,129.396588,119.930265,179.268294,169.061342,175.897101,10189
AMACR,22.068974,21.906299,22.364775,15.164013,14.473301,15.169839,23600
AMBP,4492.697922,4529.575159,4471.61113,3713.990426,3841.61181,3935.716037,259
AMBRA1,16.230657,16.744493,16.977361,15.026529,14.236333,14.078829,55626
AMD1,209.871853,206.21259,210.969291,225.04658,224.248391,205.800196,262
AMDHD1,7.291505,6.864005,8.004714,3.368715,4.324285,3.117029,144193
AMDHD2,53.534491,53.745844,56.333462,24.315801,23.532141,26.350371,51005
AMER1,0.050287,0.067679,0.019213,0.029854,0.033853,0.123666,139285
AMER2,0.01216,0.051286,0.027122,0.013602,0,0.014656,219287
AMER3,0,0,0.00885,0,0.011692,0,205147
AMFR,38.901092,37.906811,38.609652,37.428603,37.904165,37.261698,267
AMH,0.864682,0.840823,0.611032,0.573451,0.38154,0.370618,268
AMHR2,1.263522,1.539665,2.287513,0.431187,0.407224,0.228068,269
AMIGO1,0.349536,0.403596,0.354268,0.405917,0.591765,0.535041,57463
AMIGO2,31.722506,29.054757,30.533005,24.226431,24.293929,24.040155,347902
AMIGO3,5.014709,4.029011,3.86167,4.778534,4.771305,5.501986,386724
AMMECR1,4.569565,5.312741,4.935877,5.936899,5.565457,6.096453,9949
AMMECR1L,18.112286,18.012621,18.283288,18.140637,19.324374,18.148307,83607
AMN,31.627731,32.460775,30.02655,16.779733,18.018393,22.314734,81693
AMN1,5.619819,5.783403,5.263163,5.791483,5.312917,5.512725,196394
AMOT,0.195085,0.170314,0.292957,0.262303,0.258634,0.199619,154796
AMOTL1,6.547335,5.905668,5.87588,5.536757,5.933626,5.339674,154810
AMOTL2,33.851717,33.360326,35.709754,30.636407,31.825062,30.749784,51421
AMPD2,45.825135,45.77997,47.284317,42.744202,43.629341,45.285202,271
AMPD3,1.791486,2.088928,1.731826,0.82697,0.758693,0.913449,272
AMT,14.076798,15.402145,16.793596,16.482,16.004864,14.750641,275
AMY2B,2.517206,2.653542,2.470203,1.90329,1.684975,2.13991,280
AMZ1,0.651884,0.793064,0.593548,0.187071,0.151005,0.024381,155185
AMZ2,21.738381,23.683988,25.193299,25.231963,29.646743,25.911781,51321
AMZ2P1,1.135032,1.232844,1.646917,1.356197,1.35851,1.217645,201283
ANAPC1,34.668545,34.885184,34.446002,49.976542,48.975292,45.768287,64682
ANAPC10,16.573362,15.403693,19.423603,21.40788,18.940794,18.109379,10393
ANAPC11,139.136883,130.718687,132.005854,154.029272,153.612938,159.826467,51529
ANAPC13,78.049586,83.563848,79.193354,87.53414,86.785453,88.273871,25847
ANAPC15,82.481695,70.573238,84.974343,96.422813,97.85304,95.077398,25906
ANAPC16,29.153983,28.882169,27.415918,26.828638,25.682751,25.000383,119504
ANAPC1P1,0.31648,0.237664,0.199214,0.267134,0.093112,0.360441,100286979
ANAPC2,37.240302,34.740605,36.532054,34.15206,34.05077,36.3823,29882
ANAPC4,57.655375,59.892933,63.829181,60.380849,59.574888,56.908467,29945
ANAPC5,107.991393,108.499477,109.360323,137.423007,137.833593,132.389678,51433
ANAPC7,104.721317,107.110427,106.23234,131.71281,133.967435,132.84708,51434
ANG,80.854033,83.11797,82.207714,44.869703,44.198512,43.593648,283
ANGEL1,11.905178,12.280724,11.883097,11.290209,12.054564,12.016572,23357
ANGEL2,9.921002,9.512364,9.778844,11.868327,12.377224,12.45879,90806
ANGPT1,5.315371,5.800665,5.232636,5.457797,4.822723,4.711786,284
ANGPT2,0.149223,0.065697,0.090921,0.017653,0.06005,0.058465,285
ANGPT4,0.054384,0.050898,0.036365,0.06589,0.032018,0,51378
ANGPTL2,10.071587,10.557892,9.568183,5.59899,5.242819,5.941123,23452
ANGPTL3,29.58192,28.112635,29.576721,46.819761,45.923769,41.741528,27329
ANGPTL4,6.531667,6.982437,6.545474,3.432048,3.944964,3.944506,51129
ANGPTL6,0,0.080523,0.048436,0.104434,0,0.103679,83854
ANGPTL8,0.08969,0.083223,0.561379,0.061969,0,0,55908
ANK2,4.180399,4.213602,4.153044,4.682717,4.521635,4.491177,287
ANK3,1.90771,1.506409,1.772453,1.331365,1.383619,1.137597,288
ANKAR,0.944276,0.878684,1.191637,1.036174,1.150951,1.133162,150709
ANKDD1A,0.142966,0.019099,0.109297,0.042421,0.144286,0.210557,348094
ANKDD1B,0.797142,0.472319,0.962803,0.656359,0.343483,0.679149,728780
ANKEF1,5.791575,5.16504,4.574025,6.341119,6.197047,5.986912,63926
ANKFN1,0.006401,0,0,0,0,0,162282
ANKFY1,21.265004,20.850458,22.123293,24.831367,24.194382,24.285727,51479
ANKH,23.577421,24.710433,23.615741,26.518851,23.602297,24.212642,56172
ANKHD1,31.484845,30.66958,29.400925,30.985678,29.816883,32.47835,54882
ANKHD1-EIF4EBP3,23.106264,23.505922,23.609479,20.958534,23.691064,21.629896,404734
ANKIB1,12.134413,11.476068,11.461079,11.616769,11.31897,10.51574,54467
ANKK1,0.025365,0,0,0.035117,0.029859,0,255239
ANKLE1,3.35577,3.154036,2.919124,3.7532,3.457,3.818697,126549
ANKLE2,44.568828,48.114096,43.878683,49.086002,49.105904,44.804322,23141
ANKMY1,9.441983,9.709552,9.9617,9.876125,9.780773,9.733245,51281
ANKMY2,13.828022,15.287825,14.341951,16.053477,16.430774,15.256314,57037
ANKRA2,6.448372,7.453542,7.032107,5.44884,5.045632,6.641832,57763
ANKRD1,29.207137,23.18865,29.479859,8.480542,9.160904,9.121664,27063
ANKRD10,80.819932,78.715063,79.231975,68.860297,65.862915,65.421461,55608
ANKRD11,39.476347,36.598976,37.606327,35.865764,35.846694,36.616658,29123
ANKRD12,16.939884,13.94192,15.698455,11.120364,11.230194,10.177669,23253
ANKRD13A,24.187222,25.470504,25.64511,23.958016,23.382058,22.586387,88455
ANKRD13B,1.639003,0.676308,0.74497,0.727898,0.799681,0.686488,124930
ANKRD13C,13.172612,12.428843,12.578617,13.023192,11.773278,12.737833,81573
ANKRD13D,122.292082,121.994383,122.988923,117.985726,114.257436,121.876584,338692
ANKRD16,6.763387,7.019063,5.917636,6.540466,7.958252,8.218125,54522
ANKRD17,23.72672,23.971349,24.146497,26.986395,26.381336,25.642181,26057
ANKRD18A,0.439467,0.453791,0.421769,0.471156,0.322565,0.542164,253650
ANKRD18B,0.250211,0.104207,0.170001,0.111646,0.119658,0.178732,441459
ANKRD18CP,2.926426,2.588431,2.696304,1.980575,1.887746,1.786606,101926917
ANKRD19P,0.028222,0.079106,0.025178,0.019535,0.033218,0.064585,138649
ANKRD20A1,0,0.100739,0,0,0,0,84210
ANKRD20A12P,0.897606,0.730615,0.754089,0.420057,0.694038,0.59813,100874392
ANKRD20A19P,0,0,0,0.050304,0,0.013884,400110
ANKRD20A21P,0.08326,0.058632,0.111848,0.04341,0.024608,0.095398,102723552
ANKRD20A5P,0.033836,0.031654,0.015088,0.011714,0.019922,0.019408,440482
ANKRD23,3.24454,3.68893,3.632611,2.802115,2.940579,2.40048,200539
ANKRD24,0.076117,0.020551,0,0.030434,0,0.054466,170961
ANKRD26,5.626201,5.942162,5.612257,6.795598,6.414607,5.276214,22852
ANKRD26P1,0,0.018738,0.008922,0.00693,0,0,124149
ANKRD26P3,0,0,0,0,0.019815,0,100101938
ANKRD27,36.934801,36.204075,36.288295,31.645723,32.349358,30.963413,84079
ANKRD28,17.705652,16.169453,17.741348,17.65508,17.76152,16.531291,23243
ANKRD29,0.2802,0.217408,0.134183,0.109857,0.179698,0.228545,147463
ANKRD30A,0.051516,0.048185,0.045866,0.077214,0.043331,0.01687,91074
ANKRD30B,0.012905,0,0,0,0.027524,0.029595,374860
ANKRD30BP2,0.223104,0.189941,0.231059,0.114746,0.195495,0.190305,149992
ANKRD30BP3,0,0,0,0,0,0.122331,338579
ANKRD31,0.042708,0.064344,0.095196,0.092971,0.113408,0.094766,256006
ANKRD33,0.881204,1.281779,1.14795,0.141942,0.248061,0.038826,341405
ANKRD33B,0.287244,0.29146,0.277242,0.325495,0.496651,0.468762,651746
ANKRD34A,0.191182,0.065035,0.077526,0.060171,0.040933,0.019917,284615
ANKRD34C,0,0,0,0.007858,0,0,390616
ANKRD35,0.884018,0.652528,0.823711,0.738911,0.724931,0.799308,148741
ANKRD36,2.091073,2.197767,2.454503,1.69433,2.395574,1.806087,375248
